ENSMUSG00000000028	chr16	18780446	18811972	cluster_3	Promoter (<=1kb)	16	18780447	18811972	31526	2	ENSMUST00000000028	0	ENSMUSG00000000028	503.891992903795	-0.0439964569415262	0.0805560245588761	0.351204603820829	0.624375551079824
ENSMUSG00000000056	chr11	121237235	121255856	cluster_3	Promoter (<=1kb)	11	121237253	121255856	18604	1	ENSMUST00000103015	0	ENSMUSG00000000056	4772.78685986497	-0.0624690821823247	0.048994659540847	0.134284844815685	0.377911247194446
ENSMUSG00000000078	chr13	5861488	5870393	cluster_3	Promoter (<=1kb)	13	5861489	5870393	8905	1	ENSMUST00000000080	0	ENSMUSG00000000078	2162.84388700606	0.00576863212444465	0.0601476175695384	0.898698115485655	0.960426679051567
ENSMUSG00000000167	chr9	50605239	50617464	cluster_3	Promoter (<=1kb)	9	50617321	50624997	7677	1	ENSMUST00000000171	0	ENSMUSG00000000167	90.6296895788176	0.0388676859841531	0.0979592643732022	0.198598760686739	0.46640261212947
ENSMUSG00000000202	chr11	114790668	114795892	cluster_3	Promoter (<=1kb)	11	114791217	114795873	4657	2	ENSMUST00000156053	0	ENSMUSG00000000202	1284.8783947105	0.152819579198906	0.114087663541739	0.0253008044121518	0.140974699182339
ENSMUSG00000000282	chr11	74830923	74845725	cluster_3	Promoter (<=1kb)	11	74836326	74837723	1398	1	ENSMUST00000133217	0	ENSMUSG00000000282	2906.50617841426	-0.0468573547262311	0.0538518138286462	0.287811830990255	0.564986606204745
ENSMUSG00000000301	chr11	59970613	60046489	cluster_3	Promoter (<=1kb)	11	59970614	59971510	897	2	ENSMUST00000150954	0	ENSMUSG00000000301	99.2984502849872	-0.0425320973275484	0.0996932592037798	0.178063663616451	0.442145185154013
ENSMUSG00000000346	chr15	100615661	100620761	cluster_3	Promoter (<=1kb)	15	100615628	100620731	5104	1	ENSMUST00000000356	34	ENSMUSG00000000346	4127.18036554103	0.00565288635244101	0.0521412282671555	0.89329479299065	0.958157816698318
ENSMUSG00000000384	chr11	6615597	6626067	cluster_3	Promoter (<=1kb)	11	6615598	6626043	10446	2	ENSMUST00000156969	0	ENSMUSG00000000384	1542.12431739465	-0.0792954131495299	0.0702377538763957	0.123951609803444	0.361964143277215
ENSMUSG00000000399	chr6	126821862	126849144	cluster_3	Promoter (<=1kb)	6	126821863	126849144	27282	2	ENSMUST00000088194	0	ENSMUSG00000000399	2785.43849613546	-0.0600977715934031	0.0619202622049022	0.207703159721412	0.478462762249573
ENSMUSG00000000441	chr6	115618572	115676635	cluster_3	Promoter (<=1kb)	6	115618067	115634621	16555	2	ENSMUST00000130528	0	ENSMUSG00000000441	9412.39325176121	-0.053587658245194	0.046278573681985	0.17872111400643	0.4427467482972
ENSMUSG00000000568	chr5	99955934	99978938	cluster_3	Promoter (<=1kb)	5	99958426	99978938	20513	2	ENSMUST00000172361	0	ENSMUSG00000000568	11514.8865250884	-0.075635909698262	0.0446601202770458	0.0537017228653859	0.2224901633704
ENSMUSG00000000581	chr11	17257617	17269176	cluster_3	Promoter (<=1kb)	11	17257688	17266624	8937	1	ENSMUST00000156784	0	ENSMUSG00000000581	2335.80354698149	-0.0300512130105807	0.058171111124178	0.508242073875045	0.750746922762893
ENSMUSG00000000600	chr5	3803164	3844515	cluster_3	Promoter (<=1kb)	5	3803165	3844515	41351	1	ENSMUST00000080085	0	ENSMUSG00000000600	2071.70037405536	0.0984007695051875	0.0875555852929699	0.0830122140689775	0.28778148421163
ENSMUSG00000000759	chr8	12614276	12672100	cluster_3	Promoter (<=1kb)	8	12614277	12672099	57823	2	ENSMUST00000164774	0	ENSMUSG00000000759	2386.18664758167	0.0154471331693321	0.054711844661141	0.715246491524791	0.872149011523281
ENSMUSG00000000826	chr2	181520484	181552880	cluster_3	Promoter (<=1kb)	2	181520485	181555133	34649	1	ENSMUST00000072334	0	ENSMUSG00000000826	13527.6771254848	-0.00483756441530445	0.041995531245614	0.892916409911582	0.957939962126935
ENSMUSG00000000902	chr10	75896768	75921614	cluster_3	Promoter (<=1kb)	10	75896773	75914162	17390	2	ENSMUST00000133189	0	ENSMUSG00000000902	6811.27902079098	-0.232226665393627	0.0610859667591881	1.73297824503553e-05	0.000763327455797243
ENSMUSG00000000959	chr14	54360840	54369669	cluster_3	Promoter (<=1kb)	14	54360841	54369669	8829	1	ENSMUST00000000985	0	ENSMUSG00000000959	2678.25012244885	-0.117098994404809	0.0600629228131519	0.0163849997932838	0.107043002890808
ENSMUSG00000000976	chr11	83753636	83783754	cluster_3	Promoter (<=1kb)	11	83753696	83783754	30059	1	ENSMUST00000001002	0	ENSMUSG00000000976	2174.98846075293	-0.00527128522810417	0.0540569588910102	0.88805772145374	0.955914204779017
ENSMUSG00000001016	chr3	90476200	90488379	cluster_3	Promoter (<=1kb)	3	90476201	90488379	12179	1	ENSMUST00000001042	0	ENSMUSG00000001016	10301.8416148817	-0.164035713375339	0.048445749153586	0.000155193655505454	0.00400721782030117
ENSMUSG00000001017	chr3	90498538	90509498	cluster_3	Promoter (<=1kb)	3	90498956	90509450	10495	2	ENSMUST00000107343	0	ENSMUSG00000001017	10971.7691968937	-0.0930215535094672	0.0475933383001858	0.0237005692186159	0.135552633822162
ENSMUSG00000001039	chr11	61505171	61512927	cluster_3	Promoter (<=1kb)	11	61505203	61512931	7729	1	ENSMUST00000140548	0	ENSMUSG00000001039	694.121759966448	-0.0140525182397238	0.069647213378187	0.759236652845716	0.896838592229053
ENSMUSG00000001082	chr5	34633646	34637114	cluster_3	Promoter (<=1kb)	5	34633647	34634727	1081	2	ENSMUST00000130347	0	ENSMUSG00000001082	1233.98024777297	-0.028765443677536	0.0628123014653695	0.537008819929681	0.769107013090034
ENSMUSG00000001100	chr11	78512295	78522736	cluster_3	Promoter (<=1kb)	11	78512388	78513980	1593	1	ENSMUST00000136284	0	ENSMUSG00000001100	5007.29760837588	-0.0649362158784376	0.0511145521717259	0.12281322654469	0.360177651700663
ENSMUSG00000001105	chr11	78536435	78541473	cluster_3	Promoter (<=1kb)	11	78536443	78541489	5047	1	ENSMUST00000108275	0	ENSMUSG00000001105	1308.98140825269	-0.0245556559984538	0.0613485628949543	0.594272777674571	0.803626945844444
ENSMUSG00000001138	chr1	36511875	36528237	cluster_3	Promoter (<=1kb)	1	36513097	36520435	7339	1	ENSMUST00000154225	0	ENSMUSG00000001138	2402.67748813833	-0.00398433162395147	0.0575446193844832	0.936596782108816	0.976270568388207
ENSMUSG00000001150	chr10	76459566	76469114	cluster_3	Promoter (<=1kb)	10	76468971	76515856	46886	1	ENSMUST00000170795	0	ENSMUSG00000001150	3998.03040377091	-0.0289257802324371	0.0476289607741075	0.464895513163725	0.719942854739078
ENSMUSG00000001151	chr10	76351253	76442912	cluster_3	Promoter (<=1kb)	10	76351254	76442912	91659	2	ENSMUST00000001179	0	ENSMUSG00000001151	1268.11777442877	-0.0402078343419769	0.0649693158073334	0.398195943460519	0.667818819766897
ENSMUSG00000001270	chr12	111669354	111672338	cluster_3	Promoter (<=1kb)	12	111669355	111672338	2984	2	ENSMUST00000001304	0	ENSMUSG00000001270	23350.4975754033	-0.103995319490417	0.06395070006641	0.0411115961591089	0.189219806624743
ENSMUSG00000001289	chr15	102326115	102331489	cluster_3	Promoter (<=1kb)	15	102326116	102331873	5758	1	ENSMUST00000166658	0	ENSMUSG00000001289	5289.03978644888	-0.170564210156844	0.0613377998276162	0.000988860467281261	0.0157388893891161
ENSMUSG00000001323	chr11	74906358	74925798	cluster_3	Promoter (<=1kb)	11	74906359	74925798	19440	2	ENSMUST00000065211	0	ENSMUSG00000001323	2866.25707329053	0.02459247686203	0.0564812581615364	0.584052523575993	0.798520846227655
ENSMUSG00000001366	chr9	78081499	78109065	cluster_3	Promoter (<=1kb)	9	78081499	78108656	27158	2	ENSMUST00000085311	0	ENSMUSG00000001366	2138.96169148474	-0.0112968975047176	0.0543818998407294	0.789343535686773	0.911509324050457
ENSMUSG00000001383	chr18	36793922	36799660	cluster_3	Promoter (<=1kb)	18	36793923	36799660	5738	1	ENSMUST00000001419	0	ENSMUSG00000001383	5197.92832326958	-0.144588979371902	0.0617313037085803	0.00459014844675499	0.0470874500055472
ENSMUSG00000001416	chr3	88297134	88321766	cluster_3	Promoter (<=1kb)	3	88297153	88321507	24355	1	ENSMUST00000167718	0	ENSMUSG00000001416	12208.0208075906	-0.154749278634427	0.0478445334263965	0.000292132209656465	0.00626600050969981
ENSMUSG00000001472	chr8	123373710	123401892	cluster_3	Promoter (<=1kb)	8	123373824	123401892	28069	1	ENSMUST00000057934	0	ENSMUSG00000001472	14989.0948243283	-0.00718111559188409	0.0406782029769772	0.841562316858716	0.934223126090037
ENSMUSG00000001518	chr6	128409443	128424910	cluster_3	Promoter (<=1kb)	6	128409533	128424918	15386	2	ENSMUST00000142615	8	ENSMUSG00000001518	934.827382573795	-0.0178660054012737	0.0657600200348426	0.69845572174315	0.863215803737656
ENSMUSG00000001525	chr17	35833919	35838301	cluster_3	Promoter (<=1kb)	17	35835605	35837060	1456	2	ENSMUST00000173253	0	ENSMUSG00000001525	122423.774550713	-0.189318368248908	0.0406340319467436	2.54908641222234e-07	2.16797453574468e-05
ENSMUSG00000001627	chr12	40203128	40223189	cluster_3	Promoter (<=1kb)	12	40201567	40223189	21623	2	ENSMUST00000001672	0	ENSMUSG00000001627	2000.8880058809	-0.0344092188639698	0.0604664547919613	0.45220735451986	0.711572237714745
ENSMUSG00000001642	chr6	34303929	34317489	cluster_3	Promoter (<=1kb)	6	34303934	34306687	2754	2	ENSMUST00000142761	0	ENSMUSG00000001642	1330.7406466699	-0.0437857761753878	0.0663794927552528	0.361195591076273	0.635492990415381
ENSMUSG00000001687	chr5	148504630	148552788	cluster_3	Promoter (<=1kb)	5	148504631	148552788	48158	2	ENSMUST00000079324	0	ENSMUSG00000001687	3320.71337227218	0.069827625196233	0.0525442305875567	0.111889896174763	0.342164410850458
ENSMUSG00000001755	chr11	101082564	101086619	cluster_3	Promoter (<=1kb)	11	101082565	101086619	4055	1	ENSMUST00000001806	0	ENSMUSG00000001755	1530.9185038183	-0.0638247835382425	0.0644624491437087	0.189856358991318	0.456203611382047
ENSMUSG00000001774	chr9	18292266	18314000	cluster_3	Promoter (<=1kb)	9	18292267	18314000	21734	1	ENSMUST00000001825	0	ENSMUSG00000001774	2402.64686764753	0.0186738941035909	0.0576389384571832	0.679471067011528	0.851978946340608
ENSMUSG00000001829	chr7	101663767	101790168	cluster_3	Promoter (<=1kb)	7	101663775	101706547	42773	1	ENSMUST00000123870	0	ENSMUSG00000001829	1980.24412962452	-0.0258219199477538	0.0560232481321064	0.563099443825985	0.783302401586584
ENSMUSG00000001948	chr9	37603293	37613720	cluster_3	Promoter (<=1kb)	9	37603295	37613720	10426	2	ENSMUST00000002013	0	ENSMUSG00000001948	110.7008103142	0.0150386186726131	0.0878365165820106	0.62244766552777	0.821026830372166
ENSMUSG00000002031	chr9	44773008	44792714	cluster_3	Promoter (<=1kb)	9	44773051	44786325	13275	1	ENSMUST00000143654	0	ENSMUSG00000002031	2899.65953908251	-0.0580781783774287	0.0540839131836066	0.190713158935962	0.457335499451521
ENSMUSG00000002083	chr7	16309582	16318334	cluster_3	Promoter (<=1kb)	7	16309616	16318205	8590	1	ENSMUST00000002152	0	ENSMUSG00000002083	1256.42017594143	0.118305508981875	0.0803303605568982	0.0380932251274062	0.181527017254608
ENSMUSG00000002103	chr2	91202911	91214098	cluster_3	Promoter (<=1kb)	2	91202924	91206046	3123	1	ENSMUST00000155418	0	ENSMUSG00000002103	3657.22512844408	0.0272296519902798	0.0501778830509291	0.520295787984211	0.758928925591869
ENSMUSG00000002107	chr2	6539698	7396198	cluster_3	Promoter (<=1kb)	2	6539705	6721615	181911	2	ENSMUST00000100429	0	ENSMUSG00000002107	24475.7094717117	-0.0519856676789014	0.0455457195101128	0.185572740690342	0.450463124529893
ENSMUSG00000002129	chr11	4160353	4182541	cluster_3	Promoter (<=1kb)	11	4160355	4171913	11559	1	ENSMUST00000132666	0	ENSMUSG00000002129	6050.26433331444	-0.0812625557458604	0.0484657115776543	0.0512521163190285	0.216388844684906
ENSMUSG00000002205	chr7	44731481	44748617	cluster_3	Promoter (<=1kb)	7	44748413	44777515	29103	1	ENSMUST00000002275	0	ENSMUSG00000002205	1366.55299189052	-0.0441133940197967	0.0621955634018265	0.347933724068943	0.62221429524868
ENSMUSG00000002280	chr17	25773775	25783332	cluster_3	Promoter (<=1kb)	17	25773776	25782791	9016	1	ENSMUST00000134108	0	ENSMUSG00000002280	936.037485003397	-0.0385294531121313	0.0684283681344669	0.416826679233202	0.684004291454767
