Chrom	Start	End	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr13	5861488	5870393	cluster_2	Promoter (<=1kb)	13	5861489	5870393	8905	1	ENSMUST00000000080	0	ENSMUSG00000000078	ENSMUSG00000000078
chr9	57521231	57532426	cluster_2	Promoter (<=1kb)	9	57521232	57532424	11193	1	ENSMUST00000000090	0	ENSMUSG00000000088	ENSMUSG00000000088
chr17	63863980	64139496	cluster_2	Promoter (<=1kb)	17	63896018	64139494	243477	1	ENSMUST00000000129	0	ENSMUSG00000000127	ENSMUSG00000000127
chr3	116488963	116508175	cluster_2	Promoter (<=1kb)	3	116489240	116495965	6726	2	ENSMUST00000124486	0	ENSMUSG00000000339	ENSMUSG00000000339
chr3	105959497	105969760	cluster_2	Promoter (<=1kb)	3	105959503	105984600	25098	1	ENSMUST00000167642	0	ENSMUSG00000000561	ENSMUSG00000000561
chr10	128677182	128696268	cluster_2	Promoter (<=1kb)	10	128677193	128696268	19076	2	ENSMUST00000000727	0	ENSMUSG00000000711	ENSMUSG00000000711
chr8	123065507	123097751	cluster_2	Promoter (<=1kb)	8	123065508	123097751	32244	1	ENSMUST00000128803	0	ENSMUSG00000000738	ENSMUSG00000000738
chr11	75300258	75348383	cluster_2	Promoter (<=1kb)	11	75298166	75348324	50159	2	ENSMUST00000092907	0	ENSMUSG00000000751	ENSMUSG00000000751
chr8	12614276	12672100	cluster_2	Promoter (<=1kb)	8	12614277	12672099	57823	2	ENSMUST00000164774	0	ENSMUSG00000000759	ENSMUSG00000000759
chr2	181520484	181552880	cluster_2	Promoter (<=1kb)	2	181520485	181555133	34649	1	ENSMUST00000072334	0	ENSMUSG00000000826	ENSMUSG00000000826
chr10	75896768	75921614	cluster_2	Promoter (<=1kb)	10	75896773	75914162	17390	2	ENSMUST00000133189	0	ENSMUSG00000000902	ENSMUSG00000000902
chr11	78536435	78541473	cluster_2	Promoter (<=1kb)	11	78536443	78541489	5047	1	ENSMUST00000108275	0	ENSMUSG00000001105	ENSMUSG00000001105
chr10	76761853	76961947	cluster_2	Promoter (<=1kb)	10	76761857	76961788	199932	2	ENSMUST00000001148	0	ENSMUSG00000001120	ENSMUSG00000001120
chr1	36511875	36528237	cluster_2	Promoter (<=1kb)	1	36513097	36520435	7339	1	ENSMUST00000154225	0	ENSMUSG00000001138	ENSMUSG00000001138
chr17	56186681	56218889	cluster_2	Promoter (<=1kb)	17	56186682	56218889	32208	2	ENSMUST00000038794	0	ENSMUSG00000001229	ENSMUSG00000001229
chr1	186721086	186749358	cluster_2	Promoter (<=1kb)	1	186720978	186749358	28381	2	ENSMUST00000001339	0	ENSMUSG00000001305	ENSMUSG00000001305
chr3	88297134	88321766	cluster_2	Promoter (<=1kb)	3	88297153	88321507	24355	1	ENSMUST00000167718	0	ENSMUSG00000001416	ENSMUSG00000001416
chr3	88282759	88296838	cluster_2	Promoter (<=1kb)	3	88243380	88287210	43831	2	ENSMUST00000165196	0	ENSMUSG00000001417	ENSMUSG00000001417
chr3	88171559	88177785	cluster_2	3' UTR	3	88168252	88168906	655	1	ENSMUST00000152861	3308	ENSMUSG00000001419	ENSMUSG00000001419
chr11	97159709	97187892	cluster_2	Promoter (<=1kb)	11	97159714	97187881	28168	2	ENSMUST00000001479	0	ENSMUSG00000001440	ENSMUSG00000001440
chr5	4080673	4104697	cluster_2	Promoter (<=1kb)	5	4083280	4104343	21064	2	ENSMUST00000129448	0	ENSMUSG00000001467	ENSMUSG00000001467
chr17	35667727	35673743	cluster_2	Promoter (<=1kb)	17	35667730	35673739	6010	2	ENSMUST00000001565	0	ENSMUSG00000001524	ENSMUSG00000001524
