ENSMUSG00000000001	chr3	108107274	108146152	cluster_4	Promoter (<=1kb)	3	108107280	108146146	38867	2	ENSMUST00000000001	0	ENSMUSG00000000001	7464.41476217626	-0.0247830972292251	0.04489462777749	0.526401848562731	0.762415313729824
ENSMUSG00000000085	chr4	120405280	120530199	cluster_4	Promoter (<=1kb)	4	120405281	120454515	49235	1	ENSMUST00000134375	0	ENSMUSG00000000085	2210.13808064103	-0.0936062604620608	0.0636858212225332	0.0597584943193314	0.237964958469375
ENSMUSG00000000088	chr9	57521231	57532426	cluster_4	Promoter (<=1kb)	9	57521232	57532424	11193	1	ENSMUST00000000090	0	ENSMUSG00000000088	4077.18459340473	-0.247957172103406	0.0847343231515681	0.000349883230175002	0.0071649008620794
ENSMUSG00000000094	chr11	85890062	85916097	cluster_4	Promoter (<=1kb)	11	85890063	85916097	26035	1	ENSMUST00000000096	0	ENSMUSG00000000094	40.1122731847875	0.00770073260566803	0.0909570823422245	0.646973142037012	NA
ENSMUSG00000000127	chr17	63863980	64139496	cluster_4	Promoter (<=1kb)	17	63896018	64139494	243477	1	ENSMUST00000000129	0	ENSMUSG00000000127	1382.14044583472	0.0531075817461713	0.0723110392481927	0.285530835159137	0.563001176357375
ENSMUSG00000000131	chr7	126101714	126200499	cluster_4	Promoter (<=1kb)	7	126101716	126200408	98693	2	ENSMUST00000009344	0	ENSMUSG00000000131	4750.63349616091	-0.0507228043149818	0.0523426449706688	0.23310138283952	0.506232409308091
ENSMUSG00000000149	chr5	140759943	140830431	cluster_4	Promoter (<=1kb)	5	140758408	140830431	72024	2	ENSMUST00000000153	0	ENSMUSG00000000149	10203.4453322627	-0.0561184339810306	0.0490662878318364	0.179302326894519	0.44290555461702
ENSMUSG00000000168	chr9	50634632	50659780	cluster_4	Promoter (<=1kb)	9	50634633	50659780	25148	2	ENSMUST00000034567	0	ENSMUSG00000000168	2280.49566589467	-0.0146424272154347	0.056324369872558	0.742892678727824	0.886953487170832
ENSMUSG00000000194	chr2	31152315	31216567	cluster_4	Promoter (<=1kb)	2	31152316	31218775	66460	1	ENSMUST00000056433	0	ENSMUSG00000000194	3799.09579191045	0.0411585995137006	0.0522097026371693	0.345439645571896	0.619907600427039
ENSMUSG00000000197	chr14	123276640	123627144	cluster_4	Promoter (<=1kb)	14	123276641	123627144	350504	2	ENSMUST00000000201	0	ENSMUSG00000000197	1817.82995475294	0.27261998454789	0.0803128135366858	6.17590910478252e-05	0.00204824468707177
ENSMUSG00000000276	chr11	89037581	89060748	cluster_4	Promoter (<=1kb)	11	89037582	89060748	23167	2	ENSMUST00000000285	0	ENSMUSG00000000276	2326.09166213284	0.0345618789676412	0.057201034458061	0.44869418186454	0.709587889937042
ENSMUSG00000000296	chr10	31332379	31445921	cluster_4	Promoter (<=1kb)	10	31332380	31445921	113542	2	ENSMUST00000000305	0	ENSMUSG00000000296	231.554055388182	0.011755335238778	0.0837792580726856	0.702940371999137	0.865614183666043
ENSMUSG00000000326	chr16	18406881	18426716	cluster_4	Promoter (<=1kb)	16	18406886	18413494	6609	2	ENSMUST00000165430	0	ENSMUSG00000000326	2466.76593329084	-0.0220607116492885	0.0574145391236721	0.683122618213784	0.853154489372968
ENSMUSG00000000339	chr3	116488963	116508175	cluster_4	Promoter (<=1kb)	3	116489240	116495965	6726	2	ENSMUST00000124486	0	ENSMUSG00000000339	2073.28795217509	-0.118647015044338	0.0707787079441164	0.0273125089409536	0.148309170171735
ENSMUSG00000000416	chr6	18366476	18514825	cluster_4	Promoter (<=1kb)	6	18366478	18428231	61754	2	ENSMUST00000152499	0	ENSMUSG00000000416	6526.80854202784	-0.210967932637234	0.0666099768794575	0.000207978156603281	0.00493968445721121
ENSMUSG00000000420	chr18	24205343	24286816	cluster_4	Promoter (<=1kb)	18	24205344	24286818	81475	1	ENSMUST00000000430	0	ENSMUSG00000000420	2540.81084158243	0.121022919789058	0.0603441472172127	0.0140389648150145	0.0975782003962293
ENSMUSG00000000579	chr17	6601670	6607899	cluster_4	Promoter (<=1kb)	17	6601671	6609679	8009	1	ENSMUST00000092966	0	ENSMUSG00000000579	224.082415559567	0.00509551060452522	0.0820809151255548	0.879271616927398	0.95220909603529
ENSMUSG00000000594	chr11	55097984	55113028	cluster_4	Promoter (<=1kb)	11	55098115	55113029	14915	1	ENSMUST00000000608	0	ENSMUSG00000000594	1694.49761104857	0.0890725950784473	0.070112486337999	0.0861510010080499	0.294662588630999
ENSMUSG00000000627	chr6	82911884	82939769	cluster_4	Promoter (<=1kb)	6	82911885	82939769	27885	2	ENSMUST00000000641	0	ENSMUSG00000000627	3100.54798844666	-0.0349259485066228	0.0509559767477442	0.417976029820182	0.684917458793993
ENSMUSG00000000628	chr6	82725026	82774454	cluster_4	Promoter (<=1kb)	6	82725025	82774454	49430	2	ENSMUST00000000642	0	ENSMUSG00000000628	1058.22681195799	0.0918181998578333	0.101242222455307	0.102432109319441	0.325691819150323
ENSMUSG00000000631	chr11	77777234	77865988	cluster_4	Promoter (<=1kb)	11	77777265	77865980	88716	1	ENSMUST00000000645	0	ENSMUSG00000000631	7856.72634701773	-0.0369012878230582	0.0514813541548198	0.384582865498686	0.656827924652986
ENSMUSG00000000632	chr11	77930838	77979052	cluster_4	Promoter (<=1kb)	11	77930839	77979048	48210	1	ENSMUST00000142542	0	ENSMUSG00000000632	19319.9349419107	-0.524194339555577	0.0644508142355594	1.1988724299246e-16	6.155543887424e-14
ENSMUSG00000000706	chr13	23456992	23465901	cluster_4	Promoter (<=1kb)	13	23456992	23465875	8884	2	ENSMUST00000041674	0	ENSMUSG00000000706	4.84347433368454	0.00784438185376516	0.0923273019501486	0.245445116452187	NA
