Chrom	Start	End	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr5	140705010	140719378	cluster_2	Promoter (<=1kb)	5	140705011	140719379	14369	1	ENSMUST00000041588	0	ENSMUSG00000000148	ENSMUSG00000000148
chr2	179442430	179847704	cluster_2	Promoter (<=1kb)	2	179442431	179899373	456943	1	ENSMUST00000000314	0	ENSMUSG00000000305	ENSMUSG00000000305
chr16	18348181	18407074	cluster_2	Promoter (<=1kb)	16	18348182	18407076	58895	1	ENSMUST00000115614	0	ENSMUSG00000000325	ENSMUSG00000000325
chr2	62500935	62574021	cluster_2	Promoter (<=1kb)	2	62501113	62573980	72868	2	ENSMUST00000152085	0	ENSMUSG00000000392	ENSMUSG00000000392
chr5	70961056	71095849	cluster_2	Promoter (<=1kb)	5	70961057	71095849	134793	2	ENSMUST00000000572	0	ENSMUSG00000000560	ENSMUSG00000000560
chr3	105959497	105969760	cluster_2	Promoter (<=1kb)	3	105959503	105984600	25098	1	ENSMUST00000167642	0	ENSMUSG00000000561	ENSMUSG00000000561
chr11	112782209	112787757	cluster_2	Promoter (<=1kb)	11	112782224	112787760	5537	1	ENSMUST00000000579	0	ENSMUSG00000000567	ENSMUSG00000000567
chr6	83034223	83052564	cluster_2	Promoter (<=1kb)	6	83049868	83050667	800	1	ENSMUST00000155502	0	ENSMUSG00000000693	ENSMUSG00000000693
chr10	128677182	128696268	cluster_2	Promoter (<=1kb)	10	128677193	128696268	19076	2	ENSMUST00000000727	0	ENSMUSG00000000711	ENSMUSG00000000711
chr16	18498712	18566680	cluster_2	Promoter (<=1kb)	16	18498768	18566679	67912	1	ENSMUST00000167778	0	ENSMUSG00000000884	ENSMUSG00000000884
chr4	136469760	136549318	cluster_2	Promoter (<=1kb)	4	136469761	136549315	79555	1	ENSMUST00000170102	0	ENSMUSG00000001089	ENSMUSG00000001089
chr5	114363571	114380505	cluster_2	Promoter (<=1kb)	5	114365209	114380489	15281	2	ENSMUST00000134532	0	ENSMUSG00000001098	ENSMUSG00000001098
chr12	100199434	100209824	cluster_2	Promoter (<=1kb)	12	100199435	100209806	10372	1	ENSMUST00000110082	0	ENSMUSG00000001175	ENSMUSG00000001175
chr11	74925871	75164448	cluster_2	Promoter (<=1kb)	11	74906799	74925948	19150	2	ENSMUST00000121738	0	ENSMUSG00000001323	ENSMUSG00000001323
chr3	88336259	88362337	cluster_2	Promoter (<=1kb)	3	88336260	88362337	26078	1	ENSMUST00000001451	0	ENSMUSG00000001415	ENSMUSG00000001415
chr3	88282759	88296838	cluster_2	Promoter (<=1kb)	3	88243380	88287210	43831	2	ENSMUST00000165196	0	ENSMUSG00000001417	ENSMUSG00000001417
chr3	88171559	88177785	cluster_2	3' UTR	3	88168252	88168906	655	1	ENSMUST00000152861	3308	ENSMUSG00000001419	ENSMUSG00000001419
chr3	88142371	88172091	cluster_2	Promoter (<=1kb)	3	88142372	88172086	29715	1	ENSMUST00000001455	0	ENSMUSG00000001419	ENSMUSG00000001419
chr6	28480347	28888832	cluster_2	Promoter (<=1kb)	6	28480348	28877723	397376	1	ENSMUST00000164915	0	ENSMUSG00000001424	ENSMUSG00000001424
chr11	100368855	100397790	cluster_2	Promoter (<=1kb)	11	100368958	100372716	3759	2	ENSMUST00000124659	0	ENSMUSG00000001552	ENSMUSG00000001552
chr6	113307136	113324862	cluster_2	Promoter (<=1kb)	6	113307181	113324857	17677	1	ENSMUST00000113122	0	ENSMUSG00000001632	ENSMUSG00000001632
chr9	25252438	25308571	cluster_2	Promoter (<=1kb)	9	25252439	25308571	56133	1	ENSMUST00000115272	0	ENSMUSG00000001833	ENSMUSG00000001833
chr8	84704711	84774369	cluster_2	Promoter (<=1kb)	8	84699876	84708218	8343	2	ENSMUST00000148644	0	ENSMUSG00000001911	ENSMUSG00000001911
chr9	37613846	37648318	cluster_2	Promoter (<=1kb)	9	37613847	37648318	34472	1	ENSMUST00000002007	0	ENSMUSG00000001942	ENSMUSG00000001942
chr17	75537085	75551946	cluster_2	Promoter (<=1kb)	17	75537086	75551946	14861	2	ENSMUST00000112507	0	ENSMUSG00000002017	ENSMUSG00000002017
chr9	44803354	44881274	cluster_2	Promoter (<=1kb)	9	44803355	44881274	77920	2	ENSMUST00000002095	0	ENSMUSG00000002028	ENSMUSG00000002028
chr6	71388633	71440637	cluster_2	Promoter (<=1kb)	6	71388634	71440637	52004	2	ENSMUST00000002292	0	ENSMUSG00000002222	ENSMUSG00000002222
chr17	28232753	28301469	cluster_2	Promoter (<=1kb)	17	28232754	28301469	68716	1	ENSMUST00000002320	0	ENSMUSG00000002250	ENSMUSG00000002250
chr17	33909444	33915590	cluster_2	Promoter (<=1kb)	17	33909445	33915589	6145	1	ENSMUST00000079421	0	ENSMUSG00000002307	ENSMUSG00000002307
chr8	70184339	70212281	cluster_2	Promoter (<=1kb)	8	70184340	70212256	27917	2	ENSMUST00000063788	0	ENSMUSG00000002346	ENSMUSG00000002346
chr17	56717761	56724248	cluster_2	Promoter (<=1kb)	17	56717762	56724248	6487	1	ENSMUST00000002452	0	ENSMUSG00000002379	ENSMUSG00000002379
chr2	181601318	181655661	cluster_2	Promoter (<=1kb)	2	181601319	181655660	54342	1	ENSMUST00000002529	0	ENSMUSG00000002455	ENSMUSG00000002455
chr18	10644410	10706696	cluster_2	Promoter (<=1kb)	18	10644413	10658789	14377	2	ENSMUST00000144150	0	ENSMUSG00000002475	ENSMUSG00000002475
chr2	32278804	32288069	cluster_2	Promoter (<=1kb)	2	32287384	32297776	10393	1	ENSMUST00000139494	0	ENSMUSG00000002546	ENSMUSG00000002546
chr17	57003401	57011288	cluster_2	Promoter (<=1kb)	17	57003405	57011288	7884	2	ENSMUST00000002733	0	ENSMUSG00000002658	ENSMUSG00000002658
chr17	56990263	56996371	cluster_2	Promoter (<=1kb)	17	56990264	56996371	6108	1	ENSMUST00000002735	0	ENSMUSG00000002660	ENSMUSG00000002660
chr12	81573563	81594958	cluster_2	Promoter (<=1kb)	12	81573565	81594958	21394	2	ENSMUST00000002756	0	ENSMUSG00000002679	ENSMUSG00000002679
chr17	46711462	46725541	cluster_2	Promoter (<=1kb)	17	46711463	46725541	14079	1	ENSMUST00000002840	0	ENSMUSG00000002763	ENSMUSG00000002763
chr17	46646220	46650132	cluster_2	Promoter (<=1kb)	17	46646229	46650132	3904	1	ENSMUST00000002844	0	ENSMUSG00000002767	ENSMUSG00000002767
chr11	60740058	60777365	cluster_2	Promoter (<=1kb)	11	60740058	60777365	37308	2	ENSMUST00000002891	0	ENSMUSG00000002814	ENSMUSG00000002814
chr9	21405241	21411720	cluster_2	Promoter (<=1kb)	9	21411837	21420277	8441	1	ENSMUST00000002902	-117	ENSMUSG00000002825	ENSMUSG00000002825
chr17	56079630	56100604	cluster_2	Promoter (<=1kb)	17	56079657	56100596	20940	1	ENSMUST00000002911	0	ENSMUSG00000002833	ENSMUSG00000002833
chr7	44879385	44892366	cluster_2	Promoter (<=1kb)	7	44879391	44892397	13007	2	ENSMUST00000003049	31	ENSMUSG00000002968	ENSMUSG00000002968
chr7	19631579	19665030	cluster_2	Promoter (<=1kb)	7	19631581	19665030	33450	2	ENSMUST00000055242	0	ENSMUSG00000002981	ENSMUSG00000002981
chr8	72161199	72181366	cluster_2	Promoter (<=1kb)	8	72161200	72183904	22705	1	ENSMUST00000003121	0	ENSMUSG00000003037	ENSMUSG00000003037
chr10	80142314	80145818	cluster_2	Promoter (<=1kb)	10	80142315	80145818	3504	1	ENSMUST00000003156	0	ENSMUSG00000003072	ENSMUSG00000003072
chr16	17840355	17891728	cluster_2	Promoter (<=1kb)	16	17839482	17891654	52173	2	ENSMUST00000135229	0	ENSMUSG00000003166	ENSMUSG00000003166
chr7	44991221	44997579	cluster_2	Promoter (<=1kb)	7	44991222	44997579	6358	2	ENSMUST00000003290	0	ENSMUSG00000003190	ENSMUSG00000003190
